"","count","gene","sample","ind","time","region","APA","strained"
"394",409,"rRNA18S","30","BL 12","AM","CA3","control","wt"
"395",379,"rRNA18S","30","BL 12","AM","CA3","control","wt"
"396",389,"rRNA18S","30","BL 12","AM","CA3","control","wt"
"397",6668,"rRNA18S","31","BL 15","PM","CA3","trained","wt"
"398",6658,"rRNA18S","31","BL 15","PM","CA3","trained","wt"
"399",6939,"rRNA18S","31","BL 15","PM","CA3","trained","wt"
"400",3266,"rRNA18S","32","BL 7","AM","CA3","trained","wt"
"401",3140,"rRNA18S","32","BL 7","AM","CA3","trained","wt"
"402",3311,"rRNA18S","32","BL 7","AM","CA3","trained","wt"
"403",10090,"rRNA18S","33","BL 1","AM","CA3","trained","wt"
"404",11751,"rRNA18S","33","BL 1","AM","CA3","trained","wt"
"405",9722,"rRNA18S","33","BL 1","AM","CA3","trained","wt"
"406",9442,"rRNA18S","34","BL 2","AM","CA3","trained","wt"
"407",8769,"rRNA18S","34","BL 2","AM","CA3","trained","wt"
"408",9601,"rRNA18S","34","BL 2","AM","CA3","trained","wt"
"409",4,"fmr1","1","a","AM","CA1","control","fmr1"
"410",3,"fmr1","1","a","AM","CA1","control","fmr1"
"411",4,"fmr1","1","a","AM","CA1","control","fmr1"
"412",4,"fmr1","2","a wt","AM","CA1","trained","wt"
"413",4,"fmr1","2","a wt","AM","CA1","trained","wt"
"414",3,"fmr1","2","a wt","AM","CA1","trained","wt"
"415",3,"fmr1","3","aa","AM","CA1","homecage","fmr1"
"416",0,"fmr1","3","aa","AM","CA1","homecage","fmr1"
"417",0,"fmr1","3","aa","AM","CA1","homecage","fmr1"
"418",2,"fmr1","4","ab","AM","CA1","control","wt"
"419",1,"fmr1","4","ab","AM","CA1","control","wt"
"420",3,"fmr1","4","ab","AM","CA1","control","wt"
"421",5,"fmr1","5","b ","AM","CA1","trained","fmr1"
"422",0,"fmr1","5","b ","AM","CA1","trained","fmr1"
"423",2,"fmr1","5","b ","AM","CA1","trained","fmr1"
"424",2,"fmr1","6","bb","AM","CA1","homecage","wt"
"425",0,"fmr1","6","bb","AM","CA1","homecage","wt"
"426",1,"fmr1","6","bb","AM","CA1","homecage","wt"
"427",9,"fmr1","7","c","AM","CA1","trained","fmr1"
"428",13,"fmr1","7","c","AM","CA1","trained","fmr1"
"429",19,"fmr1","7","c","AM","CA1","trained","fmr1"
"430",0,"fmr1","8","e","AM","CA1","control","fmr1"
"431",2,"fmr1","8","e","AM","CA1","control","fmr1"
"432",4,"fmr1","8","e","AM","CA1","control","fmr1"
"433",0,"fmr1","9","f","AM","CA1","trained","fmr1"
"434",0,"fmr1","9","f","AM","CA1","trained","fmr1"
"435",0,"fmr1","9","f","AM","CA1","trained","fmr1"
"436",0,"fmr1","10","g","AM","CA1","control","fmr1"
"437",0,"fmr1","10","g","AM","CA1","control","fmr1"
"438",0,"fmr1","10","g","AM","CA1","control","fmr1"
"439",0,"fmr1","11","h","AM","CA1","trained","fmr1"
"441",3,"fmr1","11","h","AM","CA1","trained","fmr1"
"442",3,"fmr1","12","i","AM","CA1","control","fmr1"
"443",2,"fmr1","12","i","AM","CA1","control","fmr1"
"444",0,"fmr1","12","i","AM","CA1","control","fmr1"
"445",0,"fmr1","13","j","AM","CA1","trained","fmr1"
"446",0,"fmr1","13","j","AM","CA1","trained","fmr1"
"447",0,"fmr1","13","j","AM","CA1","trained","fmr1"
"448",2,"fmr1","14","k","AM","CA1","control","fmr1"
"449",4,"fmr1","14","k","AM","CA1","control","fmr1"
"450",0,"fmr1","14","k","AM","CA1","control","fmr1"
"451",4,"fmr1","15","l","AM","CA1","homecage","fmr1"
"452",4,"fmr1","15","l","AM","CA1","homecage","fmr1"
"453",1,"fmr1","15","l","AM","CA1","homecage","fmr1"
"454",5,"fmr1","16","m","AM","CA1","homecage","fmr1"
"455",4,"fmr1","16","m","AM","CA1","homecage","fmr1"
"456",5,"fmr1","16","m","AM","CA1","homecage","fmr1"
"457",2,"fmr1","17","n","AM","CA1","homecage","fmr1"
"458",2,"fmr1","17","n","AM","CA1","homecage","fmr1"
"459",3,"fmr1","17","n","AM","CA1","homecage","fmr1"
"463",1,"fmr1","19","BL 8","AM","CA3","control","wt"
"464",1,"fmr1","19","BL 8","AM","CA3","control","wt"
"465",0,"fmr1","19","BL 8","AM","CA3","control","wt"
"466",3,"fmr1","20","BL 14","AM","CA3","control","wt"
"467",4,"fmr1","20","BL 14","AM","CA3","control","wt"
"468",0,"fmr1","20","BL 14","AM","CA3","control","wt"
"469",1,"fmr1","21","BL 4","AM","CA3","control","wt"
"470",1,"fmr1","21","BL 4","AM","CA3","control","wt"
"471",0,"fmr1","21","BL 4","AM","CA3","control","wt"
"472",1,"fmr1","22","BL 19","PM","CA3","trained","wt"
"473",0,"fmr1","22","BL 19","PM","CA3","trained","wt"
"474",0,"fmr1","22","BL 19","PM","CA3","trained","wt"
"475",0,"fmr1","23","BL 6","AM","CA3","control","wt"
"476",0,"fmr1","23","BL 6","AM","CA3","control","wt"
"477",0,"fmr1","23","BL 6","AM","CA3","control","wt"
"478",1,"fmr1","24","BL 18","AM","CA3","control","wt"
"479",0,"fmr1","24","BL 18","AM","CA3","control","wt"
"480",0,"fmr1","24","BL 18","AM","CA3","control","wt"
"481",1,"fmr1","25","BL 11","AM","CA3","trained","wt"
"482",0,"fmr1","25","BL 11","AM","CA3","trained","wt"
"483",0,"fmr1","25","BL 11","AM","CA3","trained","wt"
"484",3,"fmr1","26","BL 3","AM","CA3","trained","wt"
"485",0,"fmr1","26","BL 3","AM","CA3","trained","wt"
"486",0,"fmr1","26","BL 3","AM","CA3","trained","wt"
"487",1,"fmr1","27","BL 5","AM","CA3","trained","wt"
"488",0,"fmr1","27","BL 5","AM","CA3","trained","wt"
"489",0,"fmr1","27","BL 5","AM","CA3","trained","wt"
"493",3,"fmr1","29","BL 10","PM","CA3","control","wt"
"494",1,"fmr1","29","BL 10","PM","CA3","control","wt"
"495",0,"fmr1","29","BL 10","PM","CA3","control","wt"
"499",9,"fmr1","31","BL 15","PM","CA3","trained","wt"
"500",10,"fmr1","31","BL 15","PM","CA3","trained","wt"
"501",0,"fmr1","31","BL 15","PM","CA3","trained","wt"
"502",3,"fmr1","32","BL 7","AM","CA3","trained","wt"
"503",4,"fmr1","32","BL 7","AM","CA3","trained","wt"
"504",0,"fmr1","32","BL 7","AM","CA3","trained","wt"
"511",15,"dlg4","1","a","AM","CA1","control","fmr1"
"512",17,"dlg4","1","a","AM","CA1","control","fmr1"
"513",9,"dlg4","1","a","AM","CA1","control","fmr1"
"514",23,"dlg4","2","a wt","AM","CA1","trained","wt"
"515",13,"dlg4","2","a wt","AM","CA1","trained","wt"
"516",11,"dlg4","2","a wt","AM","CA1","trained","wt"
"517",3,"dlg4","3","aa","AM","CA1","homecage","fmr1"
"518",2,"dlg4","3","aa","AM","CA1","homecage","fmr1"
"519",2,"dlg4","3","aa","AM","CA1","homecage","fmr1"
"520",8,"dlg4","4","ab","AM","CA1","control","wt"
"521",7,"dlg4","4","ab","AM","CA1","control","wt"
"522",3,"dlg4","4","ab","AM","CA1","control","wt"
"523",24,"dlg4","5","b ","AM","CA1","trained","fmr1"
"524",24,"dlg4","5","b ","AM","CA1","trained","fmr1"
"525",23,"dlg4","5","b ","AM","CA1","trained","fmr1"
"526",7,"dlg4","6","bb","AM","CA1","homecage","wt"
"527",7,"dlg4","6","bb","AM","CA1","homecage","wt"
"528",4,"dlg4","6","bb","AM","CA1","homecage","wt"
"529",62,"dlg4","7","c","AM","CA1","trained","fmr1"
"530",35,"dlg4","7","c","AM","CA1","trained","fmr1"
"531",24,"dlg4","7","c","AM","CA1","trained","fmr1"
"532",21,"dlg4","8","e","AM","CA1","control","fmr1"
"533",16,"dlg4","8","e","AM","CA1","control","fmr1"
"534",10,"dlg4","8","e","AM","CA1","control","fmr1"
"535",22,"dlg4","9","f","AM","CA1","trained","fmr1"
"536",21,"dlg4","9","f","AM","CA1","trained","fmr1"
"537",11,"dlg4","9","f","AM","CA1","trained","fmr1"
"538",2,"dlg4","10","g","AM","CA1","control","fmr1"
"539",0,"dlg4","10","g","AM","CA1","control","fmr1"
"540",0,"dlg4","10","g","AM","CA1","control","fmr1"
"541",10,"dlg4","11","h","AM","CA1","trained","fmr1"
"542",11,"dlg4","11","h","AM","CA1","trained","fmr1"
"543",5,"dlg4","11","h","AM","CA1","trained","fmr1"
"544",29,"dlg4","12","i","AM","CA1","control","fmr1"
"545",20,"dlg4","12","i","AM","CA1","control","fmr1"
"546",10,"dlg4","12","i","AM","CA1","control","fmr1"
"547",6,"dlg4","13","j","AM","CA1","trained","fmr1"
"548",6,"dlg4","13","j","AM","CA1","trained","fmr1"
"550",19,"dlg4","14","k","AM","CA1","control","fmr1"
"551",16,"dlg4","14","k","AM","CA1","control","fmr1"
"552",15,"dlg4","14","k","AM","CA1","control","fmr1"
"553",40,"dlg4","15","l","AM","CA1","homecage","fmr1"
"554",34,"dlg4","15","l","AM","CA1","homecage","fmr1"
"555",49,"dlg4","15","l","AM","CA1","homecage","fmr1"
"556",54,"dlg4","16","m","AM","CA1","homecage","fmr1"
"557",38,"dlg4","16","m","AM","CA1","homecage","fmr1"
"558",18,"dlg4","16","m","AM","CA1","homecage","fmr1"
"559",30,"dlg4","17","n","AM","CA1","homecage","fmr1"
"560",32,"dlg4","17","n","AM","CA1","homecage","fmr1"
"561",24,"dlg4","17","n","AM","CA1","homecage","fmr1"
"562",4,"dlg4","18","BL 9","AM","CA3","trained","wt"
"563",6,"dlg4","18","BL 9","AM","CA3","trained","wt"
"564",2,"dlg4","18","BL 9","AM","CA3","trained","wt"
"565",12,"dlg4","19","BL 8","AM","CA3","control","wt"
"566",9,"dlg4","19","BL 8","AM","CA3","control","wt"
"567",9,"dlg4","19","BL 8","AM","CA3","control","wt"
"568",18,"dlg4","20","BL 14","AM","CA3","control","wt"
"569",19,"dlg4","20","BL 14","AM","CA3","control","wt"
"570",8,"dlg4","20","BL 14","AM","CA3","control","wt"
"571",10,"dlg4","21","BL 4","AM","CA3","control","wt"
"572",6,"dlg4","21","BL 4","AM","CA3","control","wt"
"573",7,"dlg4","21","BL 4","AM","CA3","control","wt"
"574",6,"dlg4","22","BL 19","PM","CA3","trained","wt"
"575",5,"dlg4","22","BL 19","PM","CA3","trained","wt"
"576",7,"dlg4","22","BL 19","PM","CA3","trained","wt"
"577",7,"dlg4","23","BL 6","AM","CA3","control","wt"
"578",4,"dlg4","23","BL 6","AM","CA3","control","wt"
"579",9,"dlg4","23","BL 6","AM","CA3","control","wt"
"580",8,"dlg4","24","BL 18","AM","CA3","control","wt"
"581",6,"dlg4","24","BL 18","AM","CA3","control","wt"
"582",10,"dlg4","24","BL 18","AM","CA3","control","wt"
"583",8,"dlg4","25","BL 11","AM","CA3","trained","wt"
"584",4,"dlg4","25","BL 11","AM","CA3","trained","wt"
"585",4,"dlg4","25","BL 11","AM","CA3","trained","wt"
"586",9,"dlg4","26","BL 3","AM","CA3","trained","wt"
"587",7,"dlg4","26","BL 3","AM","CA3","trained","wt"
"588",8,"dlg4","26","BL 3","AM","CA3","trained","wt"
"589",19,"dlg4","27","BL 5","AM","CA3","trained","wt"
"590",5,"dlg4","27","BL 5","AM","CA3","trained","wt"
"591",7,"dlg4","27","BL 5","AM","CA3","trained","wt"
"592",3,"dlg4","28","BL 13","PM","CA3","trained","wt"
"593",5,"dlg4","28","BL 13","PM","CA3","trained","wt"
"594",4,"dlg4","28","BL 13","PM","CA3","trained","wt"
"595",8,"dlg4","29","BL 10","PM","CA3","control","wt"
"596",12,"dlg4","29","BL 10","PM","CA3","control","wt"
"597",12,"dlg4","29","BL 10","PM","CA3","control","wt"
"598",3,"dlg4","30","BL 12","AM","CA3","control","wt"
"599",2,"dlg4","30","BL 12","AM","CA3","control","wt"
"600",4,"dlg4","30","BL 12","AM","CA3","control","wt"
"601",73,"dlg4","31","BL 15","PM","CA3","trained","wt"
"602",54,"dlg4","31","BL 15","PM","CA3","trained","wt"
"603",71,"dlg4","31","BL 15","PM","CA3","trained","wt"
"604",27,"dlg4","32","BL 7","AM","CA3","trained","wt"
"605",37,"dlg4","32","BL 7","AM","CA3","trained","wt"
"606",38,"dlg4","32","BL 7","AM","CA3","trained","wt"
"607",5,"dlg4","33","BL 1","AM","CA3","trained","wt"
"608",4,"dlg4","33","BL 1","AM","CA3","trained","wt"
"609",1,"dlg4","33","BL 1","AM","CA3","trained","wt"
"610",5,"dlg4","34","BL 2","AM","CA3","trained","wt"
"611",2,"dlg4","34","BL 2","AM","CA3","trained","wt"
"612",3,"dlg4","34","BL 2","AM","CA3","trained","wt"
"613",3,"fos","1","a","AM","CA1","control","fmr1"
"614",5,"fos","1","a","AM","CA1","control","fmr1"
"615",4,"fos","1","a","AM","CA1","control","fmr1"
"616",2,"fos","2","a wt","AM","CA1","trained","wt"
"617",4,"fos","2","a wt","AM","CA1","trained","wt"
"618",2,"fos","2","a wt","AM","CA1","trained","wt"
"619",0,"fos","3","aa","AM","CA1","homecage","fmr1"
"620",0,"fos","3","aa","AM","CA1","homecage","fmr1"
"621",0,"fos","3","aa","AM","CA1","homecage","fmr1"
"622",3,"fos","4","ab","AM","CA1","control","wt"
"623",1,"fos","4","ab","AM","CA1","control","wt"
"624",3,"fos","4","ab","AM","CA1","control","wt"
"625",16,"fos","5","b ","AM","CA1","trained","fmr1"
"626",11,"fos","5","b ","AM","CA1","trained","fmr1"
"627",6,"fos","5","b ","AM","CA1","trained","fmr1"
"628",0,"fos","6","bb","AM","CA1","homecage","wt"
"629",0,"fos","6","bb","AM","CA1","homecage","wt"
"630",2,"fos","6","bb","AM","CA1","homecage","wt"
"631",20,"fos","7","c","AM","CA1","trained","fmr1"
"632",23,"fos","7","c","AM","CA1","trained","fmr1"
"633",32,"fos","7","c","AM","CA1","trained","fmr1"
"634",6,"fos","8","e","AM","CA1","control","fmr1"
"635",11,"fos","8","e","AM","CA1","control","fmr1"
"636",8,"fos","8","e","AM","CA1","control","fmr1"
"637",13,"fos","9","f","AM","CA1","trained","fmr1"
"638",10,"fos","9","f","AM","CA1","trained","fmr1"
"639",9,"fos","9","f","AM","CA1","trained","fmr1"
"640",0,"fos","10","g","AM","CA1","control","fmr1"
"641",0,"fos","10","g","AM","CA1","control","fmr1"
"642",2,"fos","10","g","AM","CA1","control","fmr1"
"643",2,"fos","11","h","AM","CA1","trained","fmr1"
"644",1,"fos","11","h","AM","CA1","trained","fmr1"
"645",0,"fos","11","h","AM","CA1","trained","fmr1"
"646",17,"fos","12","i","AM","CA1","control","fmr1"
"647",14,"fos","12","i","AM","CA1","control","fmr1"
"648",16,"fos","12","i","AM","CA1","control","fmr1"
"649",2,"fos","13","j","AM","CA1","trained","fmr1"
"650",0,"fos","13","j","AM","CA1","trained","fmr1"
"651",2,"fos","13","j","AM","CA1","trained","fmr1"
"652",4,"fos","14","k","AM","CA1","control","fmr1"
"653",7,"fos","14","k","AM","CA1","control","fmr1"
"654",3,"fos","14","k","AM","CA1","control","fmr1"
"655",17,"fos","15","l","AM","CA1","homecage","fmr1"
"656",13,"fos","15","l","AM","CA1","homecage","fmr1"
"657",10,"fos","15","l","AM","CA1","homecage","fmr1"
"658",11,"fos","16","m","AM","CA1","homecage","fmr1"
"659",15,"fos","16","m","AM","CA1","homecage","fmr1"
"660",16,"fos","16","m","AM","CA1","homecage","fmr1"
"661",8,"fos","17","n","AM","CA1","homecage","fmr1"
"662",6,"fos","17","n","AM","CA1","homecage","fmr1"
"663",6,"fos","17","n","AM","CA1","homecage","fmr1"
"664",0,"fos","18","BL 9","AM","CA3","trained","wt"
"665",0,"fos","18","BL 9","AM","CA3","trained","wt"
"666",0,"fos","18","BL 9","AM","CA3","trained","wt"
"667",0,"fos","19","BL 8","AM","CA3","control","wt"
"668",0,"fos","19","BL 8","AM","CA3","control","wt"
"669",0,"fos","19","BL 8","AM","CA3","control","wt"
"670",3,"fos","20","BL 14","AM","CA3","control","wt"
"671",1,"fos","20","BL 14","AM","CA3","control","wt"
"672",1,"fos","20","BL 14","AM","CA3","control","wt"
"673",2,"fos","21","BL 4","AM","CA3","control","wt"
"675",0,"fos","21","BL 4","AM","CA3","control","wt"
"676",2,"fos","22","BL 19","PM","CA3","trained","wt"
"677",1,"fos","22","BL 19","PM","CA3","trained","wt"
"678",1,"fos","22","BL 19","PM","CA3","trained","wt"
"679",5,"fos","23","BL 6","AM","CA3","control","wt"
"680",0,"fos","23","BL 6","AM","CA3","control","wt"
"681",1,"fos","23","BL 6","AM","CA3","control","wt"
"682",1,"fos","24","BL 18","AM","CA3","control","wt"
"683",1,"fos","24","BL 18","AM","CA3","control","wt"
"684",0,"fos","24","BL 18","AM","CA3","control","wt"
"685",1,"fos","25","BL 11","AM","CA3","trained","wt"
"686",1,"fos","25","BL 11","AM","CA3","trained","wt"
"687",0,"fos","25","BL 11","AM","CA3","trained","wt"
"688",0,"fos","26","BL 3","AM","CA3","trained","wt"
"689",0,"fos","26","BL 3","AM","CA3","trained","wt"
"690",0,"fos","26","BL 3","AM","CA3","trained","wt"
"692",0,"fos","27","BL 5","AM","CA3","trained","wt"
"693",1,"fos","27","BL 5","AM","CA3","trained","wt"
"694",0,"fos","28","BL 13","PM","CA3","trained","wt"
"695",0,"fos","28","BL 13","PM","CA3","trained","wt"
"696",0,"fos","28","BL 13","PM","CA3","trained","wt"
"697",0,"fos","29","BL 10","PM","CA3","control","wt"
"698",0,"fos","29","BL 10","PM","CA3","control","wt"
"699",0,"fos","29","BL 10","PM","CA3","control","wt"
"700",0,"fos","30","BL 12","AM","CA3","control","wt"
"701",0,"fos","30","BL 12","AM","CA3","control","wt"
"702",0,"fos","30","BL 12","AM","CA3","control","wt"
"703",2,"fos","31","BL 15","PM","CA3","trained","wt"
"704",0,"fos","31","BL 15","PM","CA3","trained","wt"
"705",0,"fos","31","BL 15","PM","CA3","trained","wt"
"706",1,"fos","32","BL 7","AM","CA3","trained","wt"
"707",1,"fos","32","BL 7","AM","CA3","trained","wt"
"708",3,"fos","32","BL 7","AM","CA3","trained","wt"
"710",10,"fos","33","BL 1","AM","CA3","trained","wt"
"711",10,"fos","33","BL 1","AM","CA3","trained","wt"
"712",2,"fos","34","BL 2","AM","CA3","trained","wt"
"713",2,"fos","34","BL 2","AM","CA3","trained","wt"
"714",2,"fos","34","BL 2","AM","CA3","trained","wt"
"715",31,"gria","1","a","AM","CA1","control","fmr1"
"716",38,"gria","1","a","AM","CA1","control","fmr1"
"717",38,"gria","1","a","AM","CA1","control","fmr1"
"718",27,"gria","2","a wt","AM","CA1","trained","wt"
"719",27,"gria","2","a wt","AM","CA1","trained","wt"
"720",24,"gria","2","a wt","AM","CA1","trained","wt"
"721",2,"gria","3","aa","AM","CA1","homecage","fmr1"
"723",2,"gria","3","aa","AM","CA1","homecage","fmr1"
"724",18,"gria","4","ab","AM","CA1","control","wt"
"725",15,"gria","4","ab","AM","CA1","control","wt"
"726",20,"gria","4","ab","AM","CA1","control","wt"
"727",50,"gria","5","b ","AM","CA1","trained","fmr1"
"728",52,"gria","5","b ","AM","CA1","trained","fmr1"
"729",45,"gria","5","b ","AM","CA1","trained","fmr1"
"730",17,"gria","6","bb","AM","CA1","homecage","wt"
"731",22,"gria","6","bb","AM","CA1","homecage","wt"
"732",25,"gria","6","bb","AM","CA1","homecage","wt"
"733",332,"gria","7","c","AM","CA1","trained","fmr1"
"734",316,"gria","7","c","AM","CA1","trained","fmr1"
"735",234,"gria","7","c","AM","CA1","trained","fmr1"
"736",76,"gria","8","e","AM","CA1","control","fmr1"
"737",85,"gria","8","e","AM","CA1","control","fmr1"
"738",66,"gria","8","e","AM","CA1","control","fmr1"
"739",30,"gria","9","f","AM","CA1","trained","fmr1"
"740",27,"gria","9","f","AM","CA1","trained","fmr1"
"741",34,"gria","9","f","AM","CA1","trained","fmr1"
"742",0,"gria","10","g","AM","CA1","control","fmr1"
"743",1,"gria","10","g","AM","CA1","control","fmr1"
"744",0,"gria","10","g","AM","CA1","control","fmr1"
"745",22,"gria","11","h","AM","CA1","trained","fmr1"
"746",12,"gria","11","h","AM","CA1","trained","fmr1"
"747",17,"gria","11","h","AM","CA1","trained","fmr1"
"748",48,"gria","12","i","AM","CA1","control","fmr1"
"749",49,"gria","12","i","AM","CA1","control","fmr1"
"750",31,"gria","12","i","AM","CA1","control","fmr1"
"752",4,"gria","13","j","AM","CA1","trained","fmr1"
"753",4,"gria","13","j","AM","CA1","trained","fmr1"
"754",63,"gria","14","k","AM","CA1","control","fmr1"
"755",63,"gria","14","k","AM","CA1","control","fmr1"
"757",104,"gria","15","l","AM","CA1","homecage","fmr1"
"758",106,"gria","15","l","AM","CA1","homecage","fmr1"
"759",104,"gria","15","l","AM","CA1","homecage","fmr1"
"760",170,"gria","16","m","AM","CA1","homecage","fmr1"
"761",146,"gria","16","m","AM","CA1","homecage","fmr1"
"762",103,"gria","16","m","AM","CA1","homecage","fmr1"
"763",70,"gria","17","n","AM","CA1","homecage","fmr1"
"764",45,"gria","17","n","AM","CA1","homecage","fmr1"
"765",56,"gria","17","n","AM","CA1","homecage","fmr1"
"766",0,"gria","18","BL 9","AM","CA3","trained","wt"
"767",0,"gria","18","BL 9","AM","CA3","trained","wt"
"768",4,"gria","18","BL 9","AM","CA3","trained","wt"
"769",11,"gria","19","BL 8","AM","CA3","control","wt"
"770",10,"gria","19","BL 8","AM","CA3","control","wt"
"771",13,"gria","19","BL 8","AM","CA3","control","wt"
"772",24,"gria","20","BL 14","AM","CA3","control","wt"
"773",24,"gria","20","BL 14","AM","CA3","control","wt"
"774",18,"gria","20","BL 14","AM","CA3","control","wt"
"775",10,"gria","21","BL 4","AM","CA3","control","wt"
"776",6,"gria","21","BL 4","AM","CA3","control","wt"
"777",5,"gria","21","BL 4","AM","CA3","control","wt"
"778",11,"gria","22","BL 19","PM","CA3","trained","wt"
"779",8,"gria","22","BL 19","PM","CA3","trained","wt"
"780",13,"gria","22","BL 19","PM","CA3","trained","wt"
"781",9,"gria","23","BL 6","AM","CA3","control","wt"
"782",15,"gria","23","BL 6","AM","CA3","control","wt"
"783",14,"gria","23","BL 6","AM","CA3","control","wt"
"784",20,"gria","24","BL 18","AM","CA3","control","wt"
"785",19,"gria","24","BL 18","AM","CA3","control","wt"
"786",19,"gria","24","BL 18","AM","CA3","control","wt"
"787",13,"gria","25","BL 11","AM","CA3","trained","wt"
"788",17,"gria","25","BL 11","AM","CA3","trained","wt"
"789",11,"gria","25","BL 11","AM","CA3","trained","wt"
"790",5,"gria","26","BL 3","AM","CA3","trained","wt"
"791",3,"gria","26","BL 3","AM","CA3","trained","wt"
"792",6,"gria","26","BL 3","AM","CA3","trained","wt"
"793",2,"gria","27","BL 5","AM","CA3","trained","wt"
"794",4,"gria","27","BL 5","AM","CA3","trained","wt"
"795",5,"gria","27","BL 5","AM","CA3","trained","wt"
"796",9,"gria","28","BL 13","PM","CA3","trained","wt"
"797",11,"gria","28","BL 13","PM","CA3","trained","wt"
"798",16,"gria","28","BL 13","PM","CA3","trained","wt"
"799",11,"gria","29","BL 10","PM","CA3","control","wt"
"800",8,"gria","29","BL 10","PM","CA3","control","wt"
"801",8,"gria","29","BL 10","PM","CA3","control","wt"
"802",3,"gria","30","BL 12","AM","CA3","control","wt"
"803",3,"gria","30","BL 12","AM","CA3","control","wt"
"804",2,"gria","30","BL 12","AM","CA3","control","wt"
"805",37,"gria","31","BL 15","PM","CA3","trained","wt"
"807",37,"gria","31","BL 15","PM","CA3","trained","wt"
"808",26,"gria","32","BL 7","AM","CA3","trained","wt"
"809",31,"gria","32","BL 7","AM","CA3","trained","wt"
"810",35,"gria","32","BL 7","AM","CA3","trained","wt"
"811",20,"gria","33","BL 1","AM","CA3","trained","wt"
"812",20,"gria","33","BL 1","AM","CA3","trained","wt"
"813",16,"gria","33","BL 1","AM","CA3","trained","wt"
"814",25,"gria","34","BL 2","AM","CA3","trained","wt"
"815",20,"gria","34","BL 2","AM","CA3","trained","wt"
