"","count","gene","sample","ind","time","region","APA","strained"
"816",23,"gria","34","BL 2","AM","CA3","trained","wt"
"817",8,"grin","1","a","AM","CA1","control","fmr1"
"818",9,"grin","1","a","AM","CA1","control","fmr1"
"819",11,"grin","1","a","AM","CA1","control","fmr1"
"820",9,"grin","2","a wt","AM","CA1","trained","wt"
"821",7,"grin","2","a wt","AM","CA1","trained","wt"
"822",8,"grin","2","a wt","AM","CA1","trained","wt"
"823",0,"grin","3","aa","AM","CA1","homecage","fmr1"
"824",0,"grin","3","aa","AM","CA1","homecage","fmr1"
"825",0,"grin","3","aa","AM","CA1","homecage","fmr1"
"826",3,"grin","4","ab","AM","CA1","control","wt"
"827",4,"grin","4","ab","AM","CA1","control","wt"
"828",4,"grin","4","ab","AM","CA1","control","wt"
"829",17,"grin","5","b ","AM","CA1","trained","fmr1"
"830",14,"grin","5","b ","AM","CA1","trained","fmr1"
"831",14,"grin","5","b ","AM","CA1","trained","fmr1"
"833",6,"grin","6","bb","AM","CA1","homecage","wt"
"834",6,"grin","6","bb","AM","CA1","homecage","wt"
"835",62,"grin","7","c","AM","CA1","trained","fmr1"
"836",56,"grin","7","c","AM","CA1","trained","fmr1"
"837",71,"grin","7","c","AM","CA1","trained","fmr1"
"838",20,"grin","8","e","AM","CA1","control","fmr1"
"839",16,"grin","8","e","AM","CA1","control","fmr1"
"840",28,"grin","8","e","AM","CA1","control","fmr1"
"841",16,"grin","9","f","AM","CA1","trained","fmr1"
"842",14,"grin","9","f","AM","CA1","trained","fmr1"
"844",3,"grin","10","g","AM","CA1","control","fmr1"
"845",0,"grin","10","g","AM","CA1","control","fmr1"
"846",0,"grin","10","g","AM","CA1","control","fmr1"
"847",4,"grin","11","h","AM","CA1","trained","fmr1"
"848",6,"grin","11","h","AM","CA1","trained","fmr1"
"849",6,"grin","11","h","AM","CA1","trained","fmr1"
"850",16,"grin","12","i","AM","CA1","control","fmr1"
"851",15,"grin","12","i","AM","CA1","control","fmr1"
"852",17,"grin","12","i","AM","CA1","control","fmr1"
"853",3,"grin","13","j","AM","CA1","trained","fmr1"
"854",1,"grin","13","j","AM","CA1","trained","fmr1"
"855",0,"grin","13","j","AM","CA1","trained","fmr1"
"856",22,"grin","14","k","AM","CA1","control","fmr1"
"857",15,"grin","14","k","AM","CA1","control","fmr1"
"859",29,"grin","15","l","AM","CA1","homecage","fmr1"
"860",23,"grin","15","l","AM","CA1","homecage","fmr1"
"861",26,"grin","15","l","AM","CA1","homecage","fmr1"
"862",25,"grin","16","m","AM","CA1","homecage","fmr1"
"863",35,"grin","16","m","AM","CA1","homecage","fmr1"
"864",38,"grin","16","m","AM","CA1","homecage","fmr1"
"865",19,"grin","17","n","AM","CA1","homecage","fmr1"
"866",15,"grin","17","n","AM","CA1","homecage","fmr1"
"867",12,"grin","17","n","AM","CA1","homecage","fmr1"
"868",1,"grin","18","BL 9","AM","CA3","trained","wt"
"869",0,"grin","18","BL 9","AM","CA3","trained","wt"
"870",1,"grin","18","BL 9","AM","CA3","trained","wt"
"871",4,"grin","19","BL 8","AM","CA3","control","wt"
"872",2,"grin","19","BL 8","AM","CA3","control","wt"
"873",4,"grin","19","BL 8","AM","CA3","control","wt"
"874",5,"grin","20","BL 14","AM","CA3","control","wt"
"875",6,"grin","20","BL 14","AM","CA3","control","wt"
"876",4,"grin","20","BL 14","AM","CA3","control","wt"
"877",3,"grin","21","BL 4","AM","CA3","control","wt"
"878",1,"grin","21","BL 4","AM","CA3","control","wt"
"879",1,"grin","21","BL 4","AM","CA3","control","wt"
"880",4,"grin","22","BL 19","PM","CA3","trained","wt"
"881",7,"grin","22","BL 19","PM","CA3","trained","wt"
"882",4,"grin","22","BL 19","PM","CA3","trained","wt"
"883",4,"grin","23","BL 6","AM","CA3","control","wt"
"884",3,"grin","23","BL 6","AM","CA3","control","wt"
"885",3,"grin","23","BL 6","AM","CA3","control","wt"
"886",3,"grin","24","BL 18","AM","CA3","control","wt"
"887",5,"grin","24","BL 18","AM","CA3","control","wt"
"888",3,"grin","24","BL 18","AM","CA3","control","wt"
"889",4,"grin","25","BL 11","AM","CA3","trained","wt"
"890",4,"grin","25","BL 11","AM","CA3","trained","wt"
"891",4,"grin","25","BL 11","AM","CA3","trained","wt"
"892",1,"grin","26","BL 3","AM","CA3","trained","wt"
"893",1,"grin","26","BL 3","AM","CA3","trained","wt"
"894",1,"grin","26","BL 3","AM","CA3","trained","wt"
"895",2,"grin","27","BL 5","AM","CA3","trained","wt"
"896",1,"grin","27","BL 5","AM","CA3","trained","wt"
"897",1,"grin","27","BL 5","AM","CA3","trained","wt"
"898",2,"grin","28","BL 13","PM","CA3","trained","wt"
"899",2,"grin","28","BL 13","PM","CA3","trained","wt"
"900",1,"grin","28","BL 13","PM","CA3","trained","wt"
"901",2,"grin","29","BL 10","PM","CA3","control","wt"
"902",2,"grin","29","BL 10","PM","CA3","control","wt"
"903",0,"grin","29","BL 10","PM","CA3","control","wt"
"904",0,"grin","30","BL 12","AM","CA3","control","wt"
"905",1,"grin","30","BL 12","AM","CA3","control","wt"
"906",1,"grin","30","BL 12","AM","CA3","control","wt"
"908",9,"grin","31","BL 15","PM","CA3","trained","wt"
"909",9,"grin","31","BL 15","PM","CA3","trained","wt"
"910",11,"grin","32","BL 7","AM","CA3","trained","wt"
"911",8,"grin","32","BL 7","AM","CA3","trained","wt"
"912",6,"grin","32","BL 7","AM","CA3","trained","wt"
"913",5,"grin","33","BL 1","AM","CA3","trained","wt"
"914",5,"grin","33","BL 1","AM","CA3","trained","wt"
"915",4,"grin","33","BL 1","AM","CA3","trained","wt"
"916",5,"grin","34","BL 2","AM","CA3","trained","wt"
"917",7,"grin","34","BL 2","AM","CA3","trained","wt"
"918",7,"grin","34","BL 2","AM","CA3","trained","wt"
"919",24,"nsf","1","a","AM","CA1","control","fmr1"
"920",24,"nsf","1","a","AM","CA1","control","fmr1"
"921",24,"nsf","1","a","AM","CA1","control","fmr1"
"922",11,"nsf","2","a wt","AM","CA1","trained","wt"
"923",12,"nsf","2","a wt","AM","CA1","trained","wt"
"924",12,"nsf","2","a wt","AM","CA1","trained","wt"
"925",2,"nsf","3","aa","AM","CA1","homecage","fmr1"
"926",1,"nsf","3","aa","AM","CA1","homecage","fmr1"
"927",3,"nsf","3","aa","AM","CA1","homecage","fmr1"
"928",14,"nsf","4","ab","AM","CA1","control","wt"
"929",10,"nsf","4","ab","AM","CA1","control","wt"
"930",9,"nsf","4","ab","AM","CA1","control","wt"
"931",24,"nsf","5","b ","AM","CA1","trained","fmr1"
"932",28,"nsf","5","b ","AM","CA1","trained","fmr1"
"933",22,"nsf","5","b ","AM","CA1","trained","fmr1"
"934",14,"nsf","6","bb","AM","CA1","homecage","wt"
"935",17,"nsf","6","bb","AM","CA1","homecage","wt"
"936",18,"nsf","6","bb","AM","CA1","homecage","wt"
"937",93,"nsf","7","c","AM","CA1","trained","fmr1"
"938",125,"nsf","7","c","AM","CA1","trained","fmr1"
"939",136,"nsf","7","c","AM","CA1","trained","fmr1"
"940",38,"nsf","8","e","AM","CA1","control","fmr1"
"941",40,"nsf","8","e","AM","CA1","control","fmr1"
"942",38,"nsf","8","e","AM","CA1","control","fmr1"
"943",15,"nsf","9","f","AM","CA1","trained","fmr1"
"944",18,"nsf","9","f","AM","CA1","trained","fmr1"
"945",19,"nsf","9","f","AM","CA1","trained","fmr1"
"946",2,"nsf","10","g","AM","CA1","control","fmr1"
"947",3,"nsf","10","g","AM","CA1","control","fmr1"
"948",2,"nsf","10","g","AM","CA1","control","fmr1"
"949",190,"nsf","11","h","AM","CA1","trained","fmr1"
"950",203,"nsf","11","h","AM","CA1","trained","fmr1"
"951",275,"nsf","11","h","AM","CA1","trained","fmr1"
"952",33,"nsf","12","i","AM","CA1","control","fmr1"
"953",32,"nsf","12","i","AM","CA1","control","fmr1"
"954",38,"nsf","12","i","AM","CA1","control","fmr1"
"955",3,"nsf","13","j","AM","CA1","trained","fmr1"
"956",2,"nsf","13","j","AM","CA1","trained","fmr1"
"957",3,"nsf","13","j","AM","CA1","trained","fmr1"
"958",30,"nsf","14","k","AM","CA1","control","fmr1"
"959",32,"nsf","14","k","AM","CA1","control","fmr1"
"960",23,"nsf","14","k","AM","CA1","control","fmr1"
"961",58,"nsf","15","l","AM","CA1","homecage","fmr1"
"962",62,"nsf","15","l","AM","CA1","homecage","fmr1"
"963",53,"nsf","15","l","AM","CA1","homecage","fmr1"
"964",56,"nsf","16","m","AM","CA1","homecage","fmr1"
"965",81,"nsf","16","m","AM","CA1","homecage","fmr1"
"966",85,"nsf","16","m","AM","CA1","homecage","fmr1"
"967",28,"nsf","17","n","AM","CA1","homecage","fmr1"
"968",29,"nsf","17","n","AM","CA1","homecage","fmr1"
"969",28,"nsf","17","n","AM","CA1","homecage","fmr1"
"970",4,"nsf","18","BL 9","AM","CA3","trained","wt"
"971",3,"nsf","18","BL 9","AM","CA3","trained","wt"
"972",1,"nsf","18","BL 9","AM","CA3","trained","wt"
"973",9,"nsf","19","BL 8","AM","CA3","control","wt"
"974",5,"nsf","19","BL 8","AM","CA3","control","wt"
"975",11,"nsf","19","BL 8","AM","CA3","control","wt"
"977",14,"nsf","20","BL 14","AM","CA3","control","wt"
"978",15,"nsf","20","BL 14","AM","CA3","control","wt"
"979",10,"nsf","21","BL 4","AM","CA3","control","wt"
"980",4,"nsf","21","BL 4","AM","CA3","control","wt"
"981",5,"nsf","21","BL 4","AM","CA3","control","wt"
"982",20,"nsf","22","BL 19","PM","CA3","trained","wt"
"983",20,"nsf","22","BL 19","PM","CA3","trained","wt"
"984",20,"nsf","22","BL 19","PM","CA3","trained","wt"
"985",10,"nsf","23","BL 6","AM","CA3","control","wt"
"986",9,"nsf","23","BL 6","AM","CA3","control","wt"
"987",14,"nsf","23","BL 6","AM","CA3","control","wt"
"988",10,"nsf","24","BL 18","AM","CA3","control","wt"
"989",7,"nsf","24","BL 18","AM","CA3","control","wt"
"990",8,"nsf","24","BL 18","AM","CA3","control","wt"
"991",20,"nsf","25","BL 11","AM","CA3","trained","wt"
"992",16,"nsf","25","BL 11","AM","CA3","trained","wt"
"993",18,"nsf","25","BL 11","AM","CA3","trained","wt"
"994",1,"nsf","26","BL 3","AM","CA3","trained","wt"
"995",1,"nsf","26","BL 3","AM","CA3","trained","wt"
"997",2,"nsf","27","BL 5","AM","CA3","trained","wt"
"998",12,"nsf","27","BL 5","AM","CA3","trained","wt"
"999",5,"nsf","27","BL 5","AM","CA3","trained","wt"
"1000",4,"nsf","28","BL 13","PM","CA3","trained","wt"
"1001",1,"nsf","28","BL 13","PM","CA3","trained","wt"
"1002",9,"nsf","28","BL 13","PM","CA3","trained","wt"
"1003",4,"nsf","29","BL 10","PM","CA3","control","wt"
"1004",5,"nsf","29","BL 10","PM","CA3","control","wt"
"1005",8,"nsf","29","BL 10","PM","CA3","control","wt"
"1006",3,"nsf","30","BL 12","AM","CA3","control","wt"
"1007",4,"nsf","30","BL 12","AM","CA3","control","wt"
"1008",2,"nsf","30","BL 12","AM","CA3","control","wt"
"1009",36,"nsf","31","BL 15","PM","CA3","trained","wt"
"1010",37,"nsf","31","BL 15","PM","CA3","trained","wt"
"1011",36,"nsf","31","BL 15","PM","CA3","trained","wt"
"1012",32,"nsf","32","BL 7","AM","CA3","trained","wt"
"1013",28,"nsf","32","BL 7","AM","CA3","trained","wt"
"1014",38,"nsf","32","BL 7","AM","CA3","trained","wt"
"1015",3,"nsf","33","BL 1","AM","CA3","trained","wt"
"1016",6,"nsf","33","BL 1","AM","CA3","trained","wt"
"1017",8,"nsf","33","BL 1","AM","CA3","trained","wt"
"1018",12,"nsf","34","BL 2","AM","CA3","trained","wt"
"1019",13,"nsf","34","BL 2","AM","CA3","trained","wt"
"1020",12,"nsf","34","BL 2","AM","CA3","trained","wt"
"1021",134,"cam2kd","1","a","AM","CA1","control","fmr1"
"1022",123,"cam2kd","1","a","AM","CA1","control","fmr1"
"1023",139,"cam2kd","1","a","AM","CA1","control","fmr1"
"1025",60,"cam2kd","2","a wt","AM","CA1","trained","wt"
"1026",59,"cam2kd","2","a wt","AM","CA1","trained","wt"
"1027",5,"cam2kd","3","aa","AM","CA1","homecage","fmr1"
"1028",9,"cam2kd","3","aa","AM","CA1","homecage","fmr1"
"1029",17,"cam2kd","3","aa","AM","CA1","homecage","fmr1"
"1030",41,"cam2kd","4","ab","AM","CA1","control","wt"
"1031",32,"cam2kd","4","ab","AM","CA1","control","wt"
"1032",42,"cam2kd","4","ab","AM","CA1","control","wt"
"1033",194,"cam2kd","5","b ","AM","CA1","trained","fmr1"
"1034",181,"cam2kd","5","b ","AM","CA1","trained","fmr1"
"1035",174,"cam2kd","5","b ","AM","CA1","trained","fmr1"
"1036",81,"cam2kd","6","bb","AM","CA1","homecage","wt"
"1037",118,"cam2kd","6","bb","AM","CA1","homecage","wt"
"1038",104,"cam2kd","6","bb","AM","CA1","homecage","wt"
"1039",662,"cam2kd","7","c","AM","CA1","trained","fmr1"
"1040",650,"cam2kd","7","c","AM","CA1","trained","fmr1"
"1041",637,"cam2kd","7","c","AM","CA1","trained","fmr1"
"1042",301,"cam2kd","8","e","AM","CA1","control","fmr1"
"1043",168,"cam2kd","8","e","AM","CA1","control","fmr1"
"1044",223,"cam2kd","8","e","AM","CA1","control","fmr1"
"1045",85,"cam2kd","9","f","AM","CA1","trained","fmr1"
"1046",105,"cam2kd","9","f","AM","CA1","trained","fmr1"
"1047",41,"cam2kd","9","f","AM","CA1","trained","fmr1"
"1048",1,"cam2kd","10","g","AM","CA1","control","fmr1"
"1049",4,"cam2kd","10","g","AM","CA1","control","fmr1"
"1050",5,"cam2kd","10","g","AM","CA1","control","fmr1"
"1051",1062,"cam2kd","11","h","AM","CA1","trained","fmr1"
"1052",1114,"cam2kd","11","h","AM","CA1","trained","fmr1"
"1053",1109,"cam2kd","11","h","AM","CA1","trained","fmr1"
"1054",177,"cam2kd","12","i","AM","CA1","control","fmr1"
"1055",171,"cam2kd","12","i","AM","CA1","control","fmr1"
"1056",158,"cam2kd","12","i","AM","CA1","control","fmr1"
"1057",18,"cam2kd","13","j","AM","CA1","trained","fmr1"
"1058",24,"cam2kd","13","j","AM","CA1","trained","fmr1"
"1059",29,"cam2kd","13","j","AM","CA1","trained","fmr1"
"1063",123,"cam2kd","15","l","AM","CA1","homecage","fmr1"
"1064",267,"cam2kd","15","l","AM","CA1","homecage","fmr1"
"1065",324,"cam2kd","15","l","AM","CA1","homecage","fmr1"
"1066",444,"cam2kd","16","m","AM","CA1","homecage","fmr1"
"1067",402,"cam2kd","16","m","AM","CA1","homecage","fmr1"
"1068",385,"cam2kd","16","m","AM","CA1","homecage","fmr1"
"1069",78,"cam2kd","17","n","AM","CA1","homecage","fmr1"
"1070",153,"cam2kd","17","n","AM","CA1","homecage","fmr1"
"1071",156,"cam2kd","17","n","AM","CA1","homecage","fmr1"
"1072",2,"cam2kd","18","BL 9","AM","CA3","trained","wt"
"1073",3,"cam2kd","18","BL 9","AM","CA3","trained","wt"
"1074",4,"cam2kd","18","BL 9","AM","CA3","trained","wt"
"1075",14,"cam2kd","19","BL 8","AM","CA3","control","wt"
"1076",8,"cam2kd","19","BL 8","AM","CA3","control","wt"
"1077",7,"cam2kd","19","BL 8","AM","CA3","control","wt"
"1078",13,"cam2kd","20","BL 14","AM","CA3","control","wt"
"1079",25,"cam2kd","20","BL 14","AM","CA3","control","wt"
"1080",10,"cam2kd","20","BL 14","AM","CA3","control","wt"
"1081",3,"cam2kd","21","BL 4","AM","CA3","control","wt"
"1082",4,"cam2kd","21","BL 4","AM","CA3","control","wt"
"1083",4,"cam2kd","21","BL 4","AM","CA3","control","wt"
"1084",8,"cam2kd","22","BL 19","PM","CA3","trained","wt"
"1085",13,"cam2kd","22","BL 19","PM","CA3","trained","wt"
"1086",6,"cam2kd","22","BL 19","PM","CA3","trained","wt"
"1087",9,"cam2kd","23","BL 6","AM","CA3","control","wt"
"1088",9,"cam2kd","23","BL 6","AM","CA3","control","wt"
"1089",12,"cam2kd","23","BL 6","AM","CA3","control","wt"
"1090",9,"cam2kd","24","BL 18","AM","CA3","control","wt"
"1091",8,"cam2kd","24","BL 18","AM","CA3","control","wt"
"1092",9,"cam2kd","24","BL 18","AM","CA3","control","wt"
"1093",12,"cam2kd","25","BL 11","AM","CA3","trained","wt"
"1094",8,"cam2kd","25","BL 11","AM","CA3","trained","wt"
"1095",11,"cam2kd","25","BL 11","AM","CA3","trained","wt"
"1096",4,"cam2kd","26","BL 3","AM","CA3","trained","wt"
"1098",4,"cam2kd","26","BL 3","AM","CA3","trained","wt"
"1099",4,"cam2kd","27","BL 5","AM","CA3","trained","wt"
"1100",2,"cam2kd","27","BL 5","AM","CA3","trained","wt"
"1101",6,"cam2kd","27","BL 5","AM","CA3","trained","wt"
"1102",3,"cam2kd","28","BL 13","PM","CA3","trained","wt"
"1103",4,"cam2kd","28","BL 13","PM","CA3","trained","wt"
"1104",0,"cam2kd","28","BL 13","PM","CA3","trained","wt"
"1105",7,"cam2kd","29","BL 10","PM","CA3","control","wt"
"1106",4,"cam2kd","29","BL 10","PM","CA3","control","wt"
"1107",5,"cam2kd","29","BL 10","PM","CA3","control","wt"
"1108",1,"cam2kd","30","BL 12","AM","CA3","control","wt"
"1109",1,"cam2kd","30","BL 12","AM","CA3","control","wt"
"1110",0,"cam2kd","30","BL 12","AM","CA3","control","wt"
"1111",31,"cam2kd","31","BL 15","PM","CA3","trained","wt"
"1112",29,"cam2kd","31","BL 15","PM","CA3","trained","wt"
"1113",22,"cam2kd","31","BL 15","PM","CA3","trained","wt"
"1114",43,"cam2kd","32","BL 7","AM","CA3","trained","wt"
"1115",33,"cam2kd","32","BL 7","AM","CA3","trained","wt"
"1116",38,"cam2kd","32","BL 7","AM","CA3","trained","wt"
"1123",6,"creb","1","a","AM","CA1","control","fmr1"
"1124",5,"creb","1","a","AM","CA1","control","fmr1"
"1125",7,"creb","1","a","AM","CA1","control","fmr1"
"1126",2,"creb","2","a wt","AM","CA1","trained","wt"
"1127",2,"creb","2","a wt","AM","CA1","trained","wt"
"1128",4,"creb","2","a wt","AM","CA1","trained","wt"
"1129",2,"creb","3","aa","AM","CA1","homecage","fmr1"
"1130",0,"creb","3","aa","AM","CA1","homecage","fmr1"
"1131",1,"creb","3","aa","AM","CA1","homecage","fmr1"
"1132",2,"creb","4","ab","AM","CA1","control","wt"
"1133",4,"creb","4","ab","AM","CA1","control","wt"
"1134",3,"creb","4","ab","AM","CA1","control","wt"
"1135",5,"creb","5","b ","AM","CA1","trained","fmr1"
"1136",6,"creb","5","b ","AM","CA1","trained","fmr1"
"1137",5,"creb","5","b ","AM","CA1","trained","fmr1"
"1138",1,"creb","6","bb","AM","CA1","homecage","wt"
"1139",1,"creb","6","bb","AM","CA1","homecage","wt"
"1140",2,"creb","6","bb","AM","CA1","homecage","wt"
"1141",7,"creb","7","c","AM","CA1","trained","fmr1"
"1142",11,"creb","7","c","AM","CA1","trained","fmr1"
"1143",13,"creb","7","c","AM","CA1","trained","fmr1"
"1144",3,"creb","8","e","AM","CA1","control","fmr1"
"1145",3,"creb","8","e","AM","CA1","control","fmr1"
"1146",4,"creb","8","e","AM","CA1","control","fmr1"
"1147",4,"creb","9","f","AM","CA1","trained","fmr1"
"1148",4,"creb","9","f","AM","CA1","trained","fmr1"
"1149",6,"creb","9","f","AM","CA1","trained","fmr1"
"1150",0,"creb","10","g","AM","CA1","control","fmr1"
"1151",0,"creb","10","g","AM","CA1","control","fmr1"
"1152",0,"creb","10","g","AM","CA1","control","fmr1"
"1153",0,"creb","11","h","AM","CA1","trained","fmr1"
"1154",0,"creb","11","h","AM","CA1","trained","fmr1"
"1155",3,"creb","11","h","AM","CA1","trained","fmr1"
"1156",4,"creb","12","i","AM","CA1","control","fmr1"
"1157",7,"creb","12","i","AM","CA1","control","fmr1"
"1158",6,"creb","12","i","AM","CA1","control","fmr1"
"1159",0,"creb","13","j","AM","CA1","trained","fmr1"
"1160",0,"creb","13","j","AM","CA1","trained","fmr1"
"1161",0,"creb","13","j","AM","CA1","trained","fmr1"
"1162",3,"creb","14","k","AM","CA1","control","fmr1"
"1163",5,"creb","14","k","AM","CA1","control","fmr1"
"1164",3,"creb","14","k","AM","CA1","control","fmr1"
"1165",6,"creb","15","l","AM","CA1","homecage","fmr1"
"1166",0,"creb","15","l","AM","CA1","homecage","fmr1"
"1167",7,"creb","15","l","AM","CA1","homecage","fmr1"
"1168",4,"creb","16","m","AM","CA1","homecage","fmr1"
"1169",3,"creb","16","m","AM","CA1","homecage","fmr1"
"1170",5,"creb","16","m","AM","CA1","homecage","fmr1"
"1171",6,"creb","17","n","AM","CA1","homecage","fmr1"
"1172",5,"creb","17","n","AM","CA1","homecage","fmr1"
"1173",3,"creb","17","n","AM","CA1","homecage","fmr1"
"1174",1,"creb","18","BL 9","AM","CA3","trained","wt"
"1175",1,"creb","18","BL 9","AM","CA3","trained","wt"
"1176",1,"creb","18","BL 9","AM","CA3","trained","wt"
"1177",1,"creb","19","BL 8","AM","CA3","control","wt"
"1178",1,"creb","19","BL 8","AM","CA3","control","wt"
"1179",1,"creb","19","BL 8","AM","CA3","control","wt"
"1180",1,"creb","20","BL 14","AM","CA3","control","wt"
"1181",1,"creb","20","BL 14","AM","CA3","control","wt"
"1182",1,"creb","20","BL 14","AM","CA3","control","wt"
"1183",0,"creb","21","BL 4","AM","CA3","control","wt"
"1184",0,"creb","21","BL 4","AM","CA3","control","wt"
"1185",0,"creb","21","BL 4","AM","CA3","control","wt"
"1186",2,"creb","22","BL 19","PM","CA3","trained","wt"
"1187",2,"creb","22","BL 19","PM","CA3","trained","wt"
"1188",2,"creb","22","BL 19","PM","CA3","trained","wt"
"1189",0,"creb","23","BL 6","AM","CA3","control","wt"
"1190",0,"creb","23","BL 6","AM","CA3","control","wt"
"1191",0,"creb","23","BL 6","AM","CA3","control","wt"
"1192",0,"creb","24","BL 18","AM","CA3","control","wt"
"1193",0,"creb","24","BL 18","AM","CA3","control","wt"
"1194",0,"creb","24","BL 18","AM","CA3","control","wt"
"1195",1,"creb","25","BL 11","AM","CA3","trained","wt"
"1196",1,"creb","25","BL 11","AM","CA3","trained","wt"
"1197",1,"creb","25","BL 11","AM","CA3","trained","wt"
"1198",0,"creb","26","BL 3","AM","CA3","trained","wt"
"1199",0,"creb","26","BL 3","AM","CA3","trained","wt"
"1200",0,"creb","26","BL 3","AM","CA3","trained","wt"
"1201",0,"creb","27","BL 5","AM","CA3","trained","wt"
"1202",0,"creb","27","BL 5","AM","CA3","trained","wt"
"1203",0,"creb","27","BL 5","AM","CA3","trained","wt"
"1204",0,"creb","28","BL 13","PM","CA3","trained","wt"
"1205",0,"creb","28","BL 13","PM","CA3","trained","wt"
"1206",0,"creb","28","BL 13","PM","CA3","trained","wt"
"1207",0,"creb","29","BL 10","PM","CA3","control","wt"
"1208",0,"creb","29","BL 10","PM","CA3","control","wt"
"1209",0,"creb","29","BL 10","PM","CA3","control","wt"
"1210",0,"creb","30","BL 12","AM","CA3","control","wt"
"1211",0,"creb","30","BL 12","AM","CA3","control","wt"
"1212",0,"creb","30","BL 12","AM","CA3","control","wt"
"1213",1,"creb","31","BL 15","PM","CA3","trained","wt"
"1214",1,"creb","31","BL 15","PM","CA3","trained","wt"
"1215",1,"creb","31","BL 15","PM","CA3","trained","wt"
"1216",1,"creb","32","BL 7","AM","CA3","trained","wt"
"1217",1,"creb","32","BL 7","AM","CA3","trained","wt"
"1218",1,"creb","32","BL 7","AM","CA3","trained","wt"
"1219",1,"creb","33","BL 1","AM","CA3","trained","wt"
"1220",1,"creb","33","BL 1","AM","CA3","trained","wt"
"1221",1,"creb","33","BL 1","AM","CA3","trained","wt"
"1222",1,"creb","34","BL 2","AM","CA3","trained","wt"
"1223",1,"creb","34","BL 2","AM","CA3","trained","wt"
"1224",1,"creb","34","BL 2","AM","CA3","trained","wt"
