count,gene,sample,ind,time,region,APA,strain,year
6,pkmz,14,k,AM,CA1,Control,fmr1,2014
6,pkmz,19,BL 8,AM,CA3,Control,B6,2013
5,pkmz,19,BL 8,AM,CA3,Control,B6,2013
4,pkmz,19,BL 8,AM,CA3,Control,B6,2013
7,pkmz,20,BL 14,AM,CA3,Control,B6,2013
8,pkmz,20,BL 14,AM,CA3,Control,B6,2013
5,pkmz,20,BL 14,AM,CA3,Control,B6,2013
9,pkmz,21,BL 4,AM,CA3,Control,B6,2013
10,pkmz,21,BL 4,AM,CA3,Control,B6,2013
9,pkmz,21,BL 4,AM,CA3,Control,B6,2013
5,pkmz,23,BL 6,AM,CA3,Control,B6,2013
6,pkmz,23,BL 6,AM,CA3,Control,B6,2013
2,pkmz,23,BL 6,AM,CA3,Control,B6,2013
10,pkmz,24,BL 18,AM,CA3,Control,B6,2013
3,pkmz,24,BL 18,AM,CA3,Control,B6,2013
3,pkmz,24,BL 18,AM,CA3,Control,B6,2013
5,pkmz,29,BL 10,PM,CA3,Control,B6,2013
8,pkmz,29,BL 10,PM,CA3,Control,B6,2013
8,pkmz,29,BL 10,PM,CA3,Control,B6,2013
2,pkmz,30,BL 12,AM,CA3,Control,B6,2013
2,pkmz,30,BL 12,AM,CA3,Control,B6,2013
9,pkmz,30,BL 12,AM,CA3,Control,B6,2013
4,grim,1,a,AM,CA1,Control,fmr1,2014
4,grim,1,a,AM,CA1,Control,fmr1,2014
4,grim,4,ab,AM,CA1,Control,B6,2014
4,grim,4,ab,AM,CA1,Control,B6,2014
5,grim,4,ab,AM,CA1,Control,B6,2014
6,grim,8,e,AM,CA1,Control,fmr1,2014
9,grim,8,e,AM,CA1,Control,fmr1,2014
6,grim,8,e,AM,CA1,Control,fmr1,2014
0,grim,10,g,AM,CA1,Control,fmr1,2014
0,grim,10,g,AM,CA1,Control,fmr1,2014
6,grim,12,i,AM,CA1,Control,fmr1,2014
10,grim,12,i,AM,CA1,Control,fmr1,2014
5,grim,12,i,AM,CA1,Control,fmr1,2014
3,grim,14,k,AM,CA1,Control,fmr1,2014
9,grim,14,k,AM,CA1,Control,fmr1,2014
6,grim,14,k,AM,CA1,Control,fmr1,2014
5,grim,19,BL 8,AM,CA3,Control,B6,2013
6,grim,19,BL 8,AM,CA3,Control,B6,2013
3,grim,19,BL 8,AM,CA3,Control,B6,2013
5,grim,20,BL 14,AM,CA3,Control,B6,2013
5,grim,20,BL 14,AM,CA3,Control,B6,2013
3,grim,20,BL 14,AM,CA3,Control,B6,2013
1,grim,21,BL 4,AM,CA3,Control,B6,2013
1,grim,21,BL 4,AM,CA3,Control,B6,2013
2,grim,21,BL 4,AM,CA3,Control,B6,2013
3,grim,23,BL 6,AM,CA3,Control,B6,2013
0,grim,23,BL 6,AM,CA3,Control,B6,2013
2,grim,23,BL 6,AM,CA3,Control,B6,2013
2,grim,24,BL 18,AM,CA3,Control,B6,2013
2,grim,24,BL 18,AM,CA3,Control,B6,2013
1,grim,24,BL 18,AM,CA3,Control,B6,2013
2,grim,29,BL 10,PM,CA3,Control,B6,2013
4,grim,29,BL 10,PM,CA3,Control,B6,2013
1,grim,29,BL 10,PM,CA3,Control,B6,2013
0,grim,30,BL 12,AM,CA3,Control,B6,2013
2,grim,30,BL 12,AM,CA3,Control,B6,2013
1,grim,30,BL 12,AM,CA3,Control,B6,2013
2082,rpl19,1,a,AM,CA1,Control,fmr1,2014
1987,rpl19,1,a,AM,CA1,Control,fmr1,2014
1968,rpl19,1,a,AM,CA1,Control,fmr1,2014
1157,rpl19,4,ab,AM,CA1,Control,B6,2014
1122,rpl19,4,ab,AM,CA1,Control,B6,2014
1107,rpl19,4,ab,AM,CA1,Control,B6,2014
5690,rpl19,8,e,AM,CA1,Control,fmr1,2014
5404,rpl19,8,e,AM,CA1,Control,fmr1,2014
5391,rpl19,8,e,AM,CA1,Control,fmr1,2014
182,rpl19,10,g,AM,CA1,Control,fmr1,2014
180,rpl19,10,g,AM,CA1,Control,fmr1,2014
162,rpl19,10,g,AM,CA1,Control,fmr1,2014
1988,rpl19,12,i,AM,CA1,Control,fmr1,2014
1944,rpl19,12,i,AM,CA1,Control,fmr1,2014
1898,rpl19,12,i,AM,CA1,Control,fmr1,2014
3018,rpl19,14,k,AM,CA1,Control,fmr1,2014
3018,rpl19,14,k,AM,CA1,Control,fmr1,2014
2677,rpl19,14,k,AM,CA1,Control,fmr1,2014
16,rpl19,19,BL 8,AM,CA3,Control,B6,2013
12,rpl19,19,BL 8,AM,CA3,Control,B6,2013
12,rpl19,19,BL 8,AM,CA3,Control,B6,2013
17,rpl19,20,BL 14,AM,CA3,Control,B6,2013
21,rpl19,20,BL 14,AM,CA3,Control,B6,2013
15,rpl19,20,BL 14,AM,CA3,Control,B6,2013
15,rpl19,21,BL 4,AM,CA3,Control,B6,2013
13,rpl19,21,BL 4,AM,CA3,Control,B6,2013
15,rpl19,21,BL 4,AM,CA3,Control,B6,2013
7,rpl19,23,BL 6,AM,CA3,Control,B6,2013
10,rpl19,23,BL 6,AM,CA3,Control,B6,2013
13,rpl19,23,BL 6,AM,CA3,Control,B6,2013
6,rpl19,24,BL 18,AM,CA3,Control,B6,2013
7,rpl19,24,BL 18,AM,CA3,Control,B6,2013
8,rpl19,24,BL 18,AM,CA3,Control,B6,2013
8,rpl19,29,BL 10,PM,CA3,Control,B6,2013
4,rpl19,29,BL 10,PM,CA3,Control,B6,2013
12,rpl19,29,BL 10,PM,CA3,Control,B6,2013
4,rpl19,30,BL 12,AM,CA3,Control,B6,2013
5,rpl19,30,BL 12,AM,CA3,Control,B6,2013
4,rpl19,30,BL 12,AM,CA3,Control,B6,2013
83,rRNA18S,1,a,AM,CA1,Control,fmr1,2014
77,rRNA18S,1,a,AM,CA1,Control,fmr1,2014
68,rRNA18S,1,a,AM,CA1,Control,fmr1,2014
55,rRNA18S,4,ab,AM,CA1,Control,B6,2014
54,rRNA18S,4,ab,AM,CA1,Control,B6,2014
53,rRNA18S,4,ab,AM,CA1,Control,B6,2014
134,rRNA18S,8,e,AM,CA1,Control,fmr1,2014
118,rRNA18S,8,e,AM,CA1,Control,fmr1,2014
116,rRNA18S,8,e,AM,CA1,Control,fmr1,2014
18,rRNA18S,10,g,AM,CA1,Control,fmr1,2014
12,rRNA18S,10,g,AM,CA1,Control,fmr1,2014
9,rRNA18S,10,g,AM,CA1,Control,fmr1,2014
564,rRNA18S,12,i,AM,CA1,Control,fmr1,2014
518,rRNA18S,12,i,AM,CA1,Control,fmr1,2014
467,rRNA18S,12,i,AM,CA1,Control,fmr1,2014
168,rRNA18S,14,k,AM,CA1,Control,fmr1,2014
137,rRNA18S,14,k,AM,CA1,Control,fmr1,2014
110,rRNA18S,14,k,AM,CA1,Control,fmr1,2014
968,rRNA18S,19,BL 8,AM,CA3,Control,B6,2013
947,rRNA18S,19,BL 8,AM,CA3,Control,B6,2013
1106,rRNA18S,19,BL 8,AM,CA3,Control,B6,2013
2106,rRNA18S,20,BL 14,AM,CA3,Control,B6,2013
2591,rRNA18S,20,BL 14,AM,CA3,Control,B6,2013
2070,rRNA18S,20,BL 14,AM,CA3,Control,B6,2013
3161,rRNA18S,21,BL 4,AM,CA3,Control,B6,2013
3043,rRNA18S,21,BL 4,AM,CA3,Control,B6,2013
3260,rRNA18S,21,BL 4,AM,CA3,Control,B6,2013
1134,rRNA18S,23,BL 6,AM,CA3,Control,B6,2013
1204,rRNA18S,23,BL 6,AM,CA3,Control,B6,2013
1236,rRNA18S,23,BL 6,AM,CA3,Control,B6,2013
1429,rRNA18S,24,BL 18,AM,CA3,Control,B6,2013
1380,rRNA18S,24,BL 18,AM,CA3,Control,B6,2013
1332,rRNA18S,24,BL 18,AM,CA3,Control,B6,2013
626,rRNA18S,29,BL 10,PM,CA3,Control,B6,2013
593,rRNA18S,29,BL 10,PM,CA3,Control,B6,2013
635,rRNA18S,29,BL 10,PM,CA3,Control,B6,2013
409,rRNA18S,30,BL 12,AM,CA3,Control,B6,2013
379,rRNA18S,30,BL 12,AM,CA3,Control,B6,2013
389,rRNA18S,30,BL 12,AM,CA3,Control,B6,2013
4,fmr1,1,a,AM,CA1,Control,fmr1,2014
3,fmr1,1,a,AM,CA1,Control,fmr1,2014
4,fmr1,1,a,AM,CA1,Control,fmr1,2014
2,fmr1,4,ab,AM,CA1,Control,B6,2014
1,fmr1,4,ab,AM,CA1,Control,B6,2014
3,fmr1,4,ab,AM,CA1,Control,B6,2014
0,fmr1,8,e,AM,CA1,Control,fmr1,2014
2,fmr1,8,e,AM,CA1,Control,fmr1,2014
4,fmr1,8,e,AM,CA1,Control,fmr1,2014
0,fmr1,10,g,AM,CA1,Control,fmr1,2014
0,fmr1,10,g,AM,CA1,Control,fmr1,2014
0,fmr1,10,g,AM,CA1,Control,fmr1,2014
3,fmr1,12,i,AM,CA1,Control,fmr1,2014
2,fmr1,12,i,AM,CA1,Control,fmr1,2014
0,fmr1,12,i,AM,CA1,Control,fmr1,2014
2,fmr1,14,k,AM,CA1,Control,fmr1,2014
4,fmr1,14,k,AM,CA1,Control,fmr1,2014
0,fmr1,14,k,AM,CA1,Control,fmr1,2014
1,fmr1,19,BL 8,AM,CA3,Control,B6,2013
1,fmr1,19,BL 8,AM,CA3,Control,B6,2013
0,fmr1,19,BL 8,AM,CA3,Control,B6,2013
3,fmr1,20,BL 14,AM,CA3,Control,B6,2013
4,fmr1,20,BL 14,AM,CA3,Control,B6,2013
0,fmr1,20,BL 14,AM,CA3,Control,B6,2013
1,fmr1,21,BL 4,AM,CA3,Control,B6,2013
1,fmr1,21,BL 4,AM,CA3,Control,B6,2013
0,fmr1,21,BL 4,AM,CA3,Control,B6,2013
0,fmr1,23,BL 6,AM,CA3,Control,B6,2013
0,fmr1,23,BL 6,AM,CA3,Control,B6,2013
0,fmr1,23,BL 6,AM,CA3,Control,B6,2013
1,fmr1,24,BL 18,AM,CA3,Control,B6,2013
0,fmr1,24,BL 18,AM,CA3,Control,B6,2013
0,fmr1,24,BL 18,AM,CA3,Control,B6,2013
3,fmr1,29,BL 10,PM,CA3,Control,B6,2013
1,fmr1,29,BL 10,PM,CA3,Control,B6,2013
0,fmr1,29,BL 10,PM,CA3,Control,B6,2013
15,dlg4,1,a,AM,CA1,Control,fmr1,2014
17,dlg4,1,a,AM,CA1,Control,fmr1,2014
9,dlg4,1,a,AM,CA1,Control,fmr1,2014
8,dlg4,4,ab,AM,CA1,Control,B6,2014
7,dlg4,4,ab,AM,CA1,Control,B6,2014
3,dlg4,4,ab,AM,CA1,Control,B6,2014
21,dlg4,8,e,AM,CA1,Control,fmr1,2014
16,dlg4,8,e,AM,CA1,Control,fmr1,2014
10,dlg4,8,e,AM,CA1,Control,fmr1,2014
2,dlg4,10,g,AM,CA1,Control,fmr1,2014
0,dlg4,10,g,AM,CA1,Control,fmr1,2014
0,dlg4,10,g,AM,CA1,Control,fmr1,2014
29,dlg4,12,i,AM,CA1,Control,fmr1,2014
20,dlg4,12,i,AM,CA1,Control,fmr1,2014
10,dlg4,12,i,AM,CA1,Control,fmr1,2014
19,dlg4,14,k,AM,CA1,Control,fmr1,2014
16,dlg4,14,k,AM,CA1,Control,fmr1,2014
15,dlg4,14,k,AM,CA1,Control,fmr1,2014
12,dlg4,19,BL 8,AM,CA3,Control,B6,2013
9,dlg4,19,BL 8,AM,CA3,Control,B6,2013
9,dlg4,19,BL 8,AM,CA3,Control,B6,2013
18,dlg4,20,BL 14,AM,CA3,Control,B6,2013
19,dlg4,20,BL 14,AM,CA3,Control,B6,2013
8,dlg4,20,BL 14,AM,CA3,Control,B6,2013
10,dlg4,21,BL 4,AM,CA3,Control,B6,2013
6,dlg4,21,BL 4,AM,CA3,Control,B6,2013
7,dlg4,21,BL 4,AM,CA3,Control,B6,2013
7,dlg4,23,BL 6,AM,CA3,Control,B6,2013
4,dlg4,23,BL 6,AM,CA3,Control,B6,2013
9,dlg4,23,BL 6,AM,CA3,Control,B6,2013
8,dlg4,24,BL 18,AM,CA3,Control,B6,2013
6,dlg4,24,BL 18,AM,CA3,Control,B6,2013
10,dlg4,24,BL 18,AM,CA3,Control,B6,2013
8,dlg4,29,BL 10,PM,CA3,Control,B6,2013
12,dlg4,29,BL 10,PM,CA3,Control,B6,2013
12,dlg4,29,BL 10,PM,CA3,Control,B6,2013
3,dlg4,30,BL 12,AM,CA3,Control,B6,2013
2,dlg4,30,BL 12,AM,CA3,Control,B6,2013
4,dlg4,30,BL 12,AM,CA3,Control,B6,2013
3,fos,1,a,AM,CA1,Control,fmr1,2014
5,fos,1,a,AM,CA1,Control,fmr1,2014
4,fos,1,a,AM,CA1,Control,fmr1,2014
3,fos,4,ab,AM,CA1,Control,B6,2014
1,fos,4,ab,AM,CA1,Control,B6,2014
3,fos,4,ab,AM,CA1,Control,B6,2014
6,fos,8,e,AM,CA1,Control,fmr1,2014
11,fos,8,e,AM,CA1,Control,fmr1,2014
8,fos,8,e,AM,CA1,Control,fmr1,2014
0,fos,10,g,AM,CA1,Control,fmr1,2014
0,fos,10,g,AM,CA1,Control,fmr1,2014
2,fos,10,g,AM,CA1,Control,fmr1,2014
17,fos,12,i,AM,CA1,Control,fmr1,2014
14,fos,12,i,AM,CA1,Control,fmr1,2014
16,fos,12,i,AM,CA1,Control,fmr1,2014
4,fos,14,k,AM,CA1,Control,fmr1,2014
7,fos,14,k,AM,CA1,Control,fmr1,2014
3,fos,14,k,AM,CA1,Control,fmr1,2014
0,fos,19,BL 8,AM,CA3,Control,B6,2013
0,fos,19,BL 8,AM,CA3,Control,B6,2013
0,fos,19,BL 8,AM,CA3,Control,B6,2013
3,fos,20,BL 14,AM,CA3,Control,B6,2013
1,fos,20,BL 14,AM,CA3,Control,B6,2013
1,fos,20,BL 14,AM,CA3,Control,B6,2013
2,fos,21,BL 4,AM,CA3,Control,B6,2013
0,fos,21,BL 4,AM,CA3,Control,B6,2013
5,fos,23,BL 6,AM,CA3,Control,B6,2013
0,fos,23,BL 6,AM,CA3,Control,B6,2013
1,fos,23,BL 6,AM,CA3,Control,B6,2013
1,fos,24,BL 18,AM,CA3,Control,B6,2013
1,fos,24,BL 18,AM,CA3,Control,B6,2013
0,fos,24,BL 18,AM,CA3,Control,B6,2013
0,fos,29,BL 10,PM,CA3,Control,B6,2013
0,fos,29,BL 10,PM,CA3,Control,B6,2013
0,fos,29,BL 10,PM,CA3,Control,B6,2013
0,fos,30,BL 12,AM,CA3,Control,B6,2013
0,fos,30,BL 12,AM,CA3,Control,B6,2013
0,fos,30,BL 12,AM,CA3,Control,B6,2013
31,gria,1,a,AM,CA1,Control,fmr1,2014
38,gria,1,a,AM,CA1,Control,fmr1,2014
38,gria,1,a,AM,CA1,Control,fmr1,2014
18,gria,4,ab,AM,CA1,Control,B6,2014
15,gria,4,ab,AM,CA1,Control,B6,2014
20,gria,4,ab,AM,CA1,Control,B6,2014
76,gria,8,e,AM,CA1,Control,fmr1,2014
85,gria,8,e,AM,CA1,Control,fmr1,2014
66,gria,8,e,AM,CA1,Control,fmr1,2014
0,gria,10,g,AM,CA1,Control,fmr1,2014
1,gria,10,g,AM,CA1,Control,fmr1,2014
0,gria,10,g,AM,CA1,Control,fmr1,2014
48,gria,12,i,AM,CA1,Control,fmr1,2014
49,gria,12,i,AM,CA1,Control,fmr1,2014
31,gria,12,i,AM,CA1,Control,fmr1,2014
63,gria,14,k,AM,CA1,Control,fmr1,2014
63,gria,14,k,AM,CA1,Control,fmr1,2014
11,gria,19,BL 8,AM,CA3,Control,B6,2013
10,gria,19,BL 8,AM,CA3,Control,B6,2013
13,gria,19,BL 8,AM,CA3,Control,B6,2013
24,gria,20,BL 14,AM,CA3,Control,B6,2013
24,gria,20,BL 14,AM,CA3,Control,B6,2013
18,gria,20,BL 14,AM,CA3,Control,B6,2013
10,gria,21,BL 4,AM,CA3,Control,B6,2013
6,gria,21,BL 4,AM,CA3,Control,B6,2013
5,gria,21,BL 4,AM,CA3,Control,B6,2013
9,gria,23,BL 6,AM,CA3,Control,B6,2013
15,gria,23,BL 6,AM,CA3,Control,B6,2013
14,gria,23,BL 6,AM,CA3,Control,B6,2013
20,gria,24,BL 18,AM,CA3,Control,B6,2013
19,gria,24,BL 18,AM,CA3,Control,B6,2013
19,gria,24,BL 18,AM,CA3,Control,B6,2013
11,gria,29,BL 10,PM,CA3,Control,B6,2013
8,gria,29,BL 10,PM,CA3,Control,B6,2013
8,gria,29,BL 10,PM,CA3,Control,B6,2013
3,gria,30,BL 12,AM,CA3,Control,B6,2013
3,gria,30,BL 12,AM,CA3,Control,B6,2013
2,gria,30,BL 12,AM,CA3,Control,B6,2013
8,grin,1,a,AM,CA1,Control,fmr1,2014
9,grin,1,a,AM,CA1,Control,fmr1,2014
11,grin,1,a,AM,CA1,Control,fmr1,2014
3,grin,4,ab,AM,CA1,Control,B6,2014
4,grin,4,ab,AM,CA1,Control,B6,2014
4,grin,4,ab,AM,CA1,Control,B6,2014
20,grin,8,e,AM,CA1,Control,fmr1,2014
16,grin,8,e,AM,CA1,Control,fmr1,2014
28,grin,8,e,AM,CA1,Control,fmr1,2014
3,grin,10,g,AM,CA1,Control,fmr1,2014
0,grin,10,g,AM,CA1,Control,fmr1,2014
0,grin,10,g,AM,CA1,Control,fmr1,2014
16,grin,12,i,AM,CA1,Control,fmr1,2014
15,grin,12,i,AM,CA1,Control,fmr1,2014
17,grin,12,i,AM,CA1,Control,fmr1,2014
22,grin,14,k,AM,CA1,Control,fmr1,2014
15,grin,14,k,AM,CA1,Control,fmr1,2014
4,grin,19,BL 8,AM,CA3,Control,B6,2013
2,grin,19,BL 8,AM,CA3,Control,B6,2013
4,grin,19,BL 8,AM,CA3,Control,B6,2013
5,grin,20,BL 14,AM,CA3,Control,B6,2013
6,grin,20,BL 14,AM,CA3,Control,B6,2013
4,grin,20,BL 14,AM,CA3,Control,B6,2013
3,grin,21,BL 4,AM,CA3,Control,B6,2013
1,grin,21,BL 4,AM,CA3,Control,B6,2013
1,grin,21,BL 4,AM,CA3,Control,B6,2013
4,grin,23,BL 6,AM,CA3,Control,B6,2013
3,grin,23,BL 6,AM,CA3,Control,B6,2013
3,grin,23,BL 6,AM,CA3,Control,B6,2013
3,grin,24,BL 18,AM,CA3,Control,B6,2013
5,grin,24,BL 18,AM,CA3,Control,B6,2013
3,grin,24,BL 18,AM,CA3,Control,B6,2013
2,grin,29,BL 10,PM,CA3,Control,B6,2013
2,grin,29,BL 10,PM,CA3,Control,B6,2013
0,grin,29,BL 10,PM,CA3,Control,B6,2013
0,grin,30,BL 12,AM,CA3,Control,B6,2013
1,grin,30,BL 12,AM,CA3,Control,B6,2013
1,grin,30,BL 12,AM,CA3,Control,B6,2013
24,nsf,1,a,AM,CA1,Control,fmr1,2014
24,nsf,1,a,AM,CA1,Control,fmr1,2014
24,nsf,1,a,AM,CA1,Control,fmr1,2014
14,nsf,4,ab,AM,CA1,Control,B6,2014
10,nsf,4,ab,AM,CA1,Control,B6,2014
9,nsf,4,ab,AM,CA1,Control,B6,2014
38,nsf,8,e,AM,CA1,Control,fmr1,2014
40,nsf,8,e,AM,CA1,Control,fmr1,2014
38,nsf,8,e,AM,CA1,Control,fmr1,2014
2,nsf,10,g,AM,CA1,Control,fmr1,2014
3,nsf,10,g,AM,CA1,Control,fmr1,2014
2,nsf,10,g,AM,CA1,Control,fmr1,2014
33,nsf,12,i,AM,CA1,Control,fmr1,2014
32,nsf,12,i,AM,CA1,Control,fmr1,2014
38,nsf,12,i,AM,CA1,Control,fmr1,2014
30,nsf,14,k,AM,CA1,Control,fmr1,2014
32,nsf,14,k,AM,CA1,Control,fmr1,2014
23,nsf,14,k,AM,CA1,Control,fmr1,2014
9,nsf,19,BL 8,AM,CA3,Control,B6,2013
5,nsf,19,BL 8,AM,CA3,Control,B6,2013
11,nsf,19,BL 8,AM,CA3,Control,B6,2013
14,nsf,20,BL 14,AM,CA3,Control,B6,2013
15,nsf,20,BL 14,AM,CA3,Control,B6,2013
10,nsf,21,BL 4,AM,CA3,Control,B6,2013
4,nsf,21,BL 4,AM,CA3,Control,B6,2013
5,nsf,21,BL 4,AM,CA3,Control,B6,2013
10,nsf,23,BL 6,AM,CA3,Control,B6,2013
9,nsf,23,BL 6,AM,CA3,Control,B6,2013
14,nsf,23,BL 6,AM,CA3,Control,B6,2013
10,nsf,24,BL 18,AM,CA3,Control,B6,2013
7,nsf,24,BL 18,AM,CA3,Control,B6,2013
8,nsf,24,BL 18,AM,CA3,Control,B6,2013
4,nsf,29,BL 10,PM,CA3,Control,B6,2013
5,nsf,29,BL 10,PM,CA3,Control,B6,2013
8,nsf,29,BL 10,PM,CA3,Control,B6,2013
3,nsf,30,BL 12,AM,CA3,Control,B6,2013
4,nsf,30,BL 12,AM,CA3,Control,B6,2013
2,nsf,30,BL 12,AM,CA3,Control,B6,2013
134,cam2kd,1,a,AM,CA1,Control,fmr1,2014
123,cam2kd,1,a,AM,CA1,Control,fmr1,2014
139,cam2kd,1,a,AM,CA1,Control,fmr1,2014
41,cam2kd,4,ab,AM,CA1,Control,B6,2014
32,cam2kd,4,ab,AM,CA1,Control,B6,2014
42,cam2kd,4,ab,AM,CA1,Control,B6,2014
301,cam2kd,8,e,AM,CA1,Control,fmr1,2014
168,cam2kd,8,e,AM,CA1,Control,fmr1,2014
223,cam2kd,8,e,AM,CA1,Control,fmr1,2014
1,cam2kd,10,g,AM,CA1,Control,fmr1,2014
4,cam2kd,10,g,AM,CA1,Control,fmr1,2014
5,cam2kd,10,g,AM,CA1,Control,fmr1,2014
177,cam2kd,12,i,AM,CA1,Control,fmr1,2014
171,cam2kd,12,i,AM,CA1,Control,fmr1,2014
158,cam2kd,12,i,AM,CA1,Control,fmr1,2014
14,cam2kd,19,BL 8,AM,CA3,Control,B6,2013
8,cam2kd,19,BL 8,AM,CA3,Control,B6,2013
7,cam2kd,19,BL 8,AM,CA3,Control,B6,2013
13,cam2kd,20,BL 14,AM,CA3,Control,B6,2013
25,cam2kd,20,BL 14,AM,CA3,Control,B6,2013
10,cam2kd,20,BL 14,AM,CA3,Control,B6,2013
3,cam2kd,21,BL 4,AM,CA3,Control,B6,2013
4,cam2kd,21,BL 4,AM,CA3,Control,B6,2013
4,cam2kd,21,BL 4,AM,CA3,Control,B6,2013
9,cam2kd,23,BL 6,AM,CA3,Control,B6,2013
9,cam2kd,23,BL 6,AM,CA3,Control,B6,2013
12,cam2kd,23,BL 6,AM,CA3,Control,B6,2013
9,cam2kd,24,BL 18,AM,CA3,Control,B6,2013
8,cam2kd,24,BL 18,AM,CA3,Control,B6,2013
9,cam2kd,24,BL 18,AM,CA3,Control,B6,2013
7,cam2kd,29,BL 10,PM,CA3,Control,B6,2013
4,cam2kd,29,BL 10,PM,CA3,Control,B6,2013
5,cam2kd,29,BL 10,PM,CA3,Control,B6,2013
1,cam2kd,30,BL 12,AM,CA3,Control,B6,2013
1,cam2kd,30,BL 12,AM,CA3,Control,B6,2013
0,cam2kd,30,BL 12,AM,CA3,Control,B6,2013
6,creb,1,a,AM,CA1,Control,fmr1,2014
5,creb,1,a,AM,CA1,Control,fmr1,2014
7,creb,1,a,AM,CA1,Control,fmr1,2014
2,creb,4,ab,AM,CA1,Control,B6,2014
4,creb,4,ab,AM,CA1,Control,B6,2014
3,creb,4,ab,AM,CA1,Control,B6,2014
3,creb,8,e,AM,CA1,Control,fmr1,2014
3,creb,8,e,AM,CA1,Control,fmr1,2014
4,creb,8,e,AM,CA1,Control,fmr1,2014
0,creb,10,g,AM,CA1,Control,fmr1,2014
0,creb,10,g,AM,CA1,Control,fmr1,2014
0,creb,10,g,AM,CA1,Control,fmr1,2014
4,creb,12,i,AM,CA1,Control,fmr1,2014
7,creb,12,i,AM,CA1,Control,fmr1,2014
6,creb,12,i,AM,CA1,Control,fmr1,2014
3,creb,14,k,AM,CA1,Control,fmr1,2014
5,creb,14,k,AM,CA1,Control,fmr1,2014
3,creb,14,k,AM,CA1,Control,fmr1,2014
1,creb,19,BL 8,AM,CA3,Control,B6,2013
1,creb,19,BL 8,AM,CA3,Control,B6,2013
1,creb,19,BL 8,AM,CA3,Control,B6,2013
1,creb,20,BL 14,AM,CA3,Control,B6,2013
1,creb,20,BL 14,AM,CA3,Control,B6,2013
1,creb,20,BL 14,AM,CA3,Control,B6,2013
0,creb,21,BL 4,AM,CA3,Control,B6,2013
0,creb,21,BL 4,AM,CA3,Control,B6,2013
0,creb,21,BL 4,AM,CA3,Control,B6,2013
0,creb,23,BL 6,AM,CA3,Control,B6,2013
0,creb,23,BL 6,AM,CA3,Control,B6,2013
0,creb,23,BL 6,AM,CA3,Control,B6,2013
0,creb,24,BL 18,AM,CA3,Control,B6,2013
0,creb,24,BL 18,AM,CA3,Control,B6,2013
0,creb,24,BL 18,AM,CA3,Control,B6,2013
0,creb,29,BL 10,PM,CA3,Control,B6,2013
0,creb,29,BL 10,PM,CA3,Control,B6,2013
0,creb,29,BL 10,PM,CA3,Control,B6,2013
0,creb,30,BL 12,AM,CA3,Control,B6,2013
0,creb,30,BL 12,AM,CA3,Control,B6,2013
0,creb,30,BL 12,AM,CA3,Control,B6,2013
